perkdesc_graham_map2,"Стоя на месте, вы сможете почувствовать больше секретов, скрытых по всему миру.",,,,,,,,,,,,
perkname_graham_proj,"Адаптация стихий",,,,,,,,,,,,
perkdesc_graham_proj,"Вы получаете на 75 % меньше урона от снарядов, но двойной урон от всего остального.",,,,,,,,,,,,
perkname_graham_edge,"Кровоточащий край",,,,,,,,,,,,
perkdesc_graham_edge,"Все враги, у которых меньше 10 % здоровья, мгновенно умирают.",,,,,,,,,,,,
perkname_graham_magicskin,"Магическая кожа",,,,,,,,,,,,
perkdesc_graham_magicskin,"Вы получаете бонусный перк в будущих Священных горах, но становитесь ужасно проклятым...",,,,,,,,,,,,
perkname_graham_bloodorb,"Блуждающие глаза",,,,,,,,,,,,
perkdesc_graham_bloodorb,"Вы получаете три орбиты, отражающие вражеский урон.",,,,,,,,,,,,
EFFECTS,,,,,,,,,,,,,
graham_status_bloodboil,"Кипящая кровь",,,,,,,,,,,,
graham_statusdesc_bloodboil,"Вы чувствуете внутри себя неудержимую ярость!",,,,,,,,,,,,
graham_status_consumed,"Потребленный",,,,,,,,,,,,
graham_statusdesc_consumed,"Вы ассимилируетесь.",,,,,,,,,,,,
graham_status_creepypoly,"ХямисМорфлинг",,,,,,,,,,,,
graham_statusdesc_creepypoly,"Теперь вы хямис.",,,,,,,,,,,,
graham_status_healthymeal,"Удовлетворенный",,,,,,,,,,,,
graham_statusdesc_healthymeal,"Вы чувствуете себя сильнее! Вы получаете на 20% меньше урона.",,,,,,,,,,,,
graham_status_greedymeal,"Ненасытный",,,,,,,,,,,,
graham_statusdesc_greedymeal,"Вы чувствуете себя жадным! Золотые самородки дают двойную выплату.",,,,,,,,,,,,
graham_status_caffeinated,"С кофеином",,,,,,,,,,,,
graham_statusdesc_caffeinated,"Вы чувствуете себя энергичным! Вы получаете на 20% больше урона.",,,,,,,,,,,,
graham_status_birthday,"Праздничный",,,,,,,,,,,,
graham_statusdesc_birthday,"Вы чувствуете радость! Вы получаете на 33% меньше урона.",,,,,,,,,,,,
graham_status_snub,"Пренебрегать",,,,,,,,,,,,
graham_statusdesc_snub,"Вы отвергли свой собственный взгляд.",,,,,,,,,,,,
graham_statusdesc_snub2,"Вы отвергли зрение своих врагов.",,,,,,,,,,,,
graham_status_tinker,"Везде возиться с палочками",,,,,,,,,,,,
graham_statusdesc_tinker,"Вы можете редактировать свои жезлы в любом месте, на некоторое время.",,,,,,,,,,,,
graham_status_breadcrumb,"Хлебная крошка",,,,,,,,,,,,
graham_statusdesc_breadcrumb,"Эта местность кажется знакомой... Ваша скорость передвижения увеличена!",,,,,,,,,,,,
graham_status_minty,"Освежился",,,,,,,,,,,,
graham_statusdesc_minty,"Вы чувствуете себя очищенным. Вы получаете меньше урона, когда у вас больше здоровья.",,,,,,,,,,,,
graham_status_accuracy,"Пинпоинтер",,,,,,,,,,,,
graham_statusdesc_accuracy,"Вы чувствуете себя более сосредоточенным.",,,,,,,,,,,,
graham_statusdesc_confusion,"Вы чувствуете себя крайне растерянным. У вас голова идет кругом...",,,,,,,,,,,,
graham_status_guardian,"Хранитель",,,,,,,,,,,,
graham_statusdesc_guardian,"Вы защищаете ближайших существ, но ваше здоровье истощается!",,,,,,,,,,,,
graham_status_immunityaura,"Гиперфокусировка",,,,,,,,,,,,
graham_statusdesc_immunityaura,"Ваш разум чувствует себя ясным и свежим.\nВаш иммунитет заблокирован... пока что.",,,,,,,,,,,,
graham_status_teleportsick,"Болезнь телепортации",,,,,,,,,,,,
graham_statusdesc_teleportsick,"У вас сводит живот... Вы двигаетесь медленнее.",,,,,,,,,,,,
PICKUPS,,,,,,,,,,,,,
item_coffee,чашка $0,,,,,,,,,,,,
item_coffee_name,чашка,,,,,,,,,,,,
item_vial,$0 флакон,,,,,,,,,,,,
item_vial_name,Флакон,,,,,,,,,,,,
item_balloon,$0 воздушный шар,,,,,,,,,,,,
item_balloon_name,Воздушный шар,,,,,,,,,,,,
item_burger,Гамбургер,,,,,,,,,,,,
item_burger_name,Это может утолить любой голод.,,,,,,,,,,,,
graham_healthyheart_name,Здоровое сердце,,,,,,,,,,,,
graham_healthyheart_pickup,Подобрано сердце здоровья,,,,,,,,,,,,
logdesc_healthyheart,Исцеление и увеличение максимального здоровья до $0,,,,,,,,,,,,
graham_cybereye_name,Киберсильма,,,,,,,,,,,,
graham_cybereye_desc,Вы чувствуете гул вредоносных технологий внутри.,,,,,,,,,,,,
graham_magmacore_name,Магмовое ядро,,,,,,,,,,,,
graham_magmacore_desc,"Оно пульсирует электризующим теплом. Вы чувствуете, что оно стремится защитить вас.",,,,,,,,,,,,
graham_bloodmoon_name,Верикуу,,,,,,,,,,,,
graham_bloodmoon_desc,Из кратеров исходит зловещий красный свет.,,,,,,,,,,,,
graham_safe_name,Култахолви,,,,,,,,,,,,
graham_safe_desc,"Можно бросить, чтобы вызвать защитный стальной свод",,,,,,,,,,,,
graham_chest_lost,Сундук с потерянными сокровищами,,,,,,,,,,,,
graham_chest_mini,Мини-сундук с сокровищами,,,,,,,,,,,,
graham_chest_immunity,Эфирный сундук с сокровищами,,,,,,,,,,,,
graham_chest_bloody,Кровавый сундук с сокровищами,,,,,,,,,,,,
graham_chest_SMALLER,Маленький сундук с сокровищами,,,,,,,,,,,,
graham_chest_tinker,Награда мастера,,,,,,,,,,,,
MATERIALS,,,,,,,,,,,,,
material_graham_wormygold,Червонное золото,,,,,,,,,,,,
material_graham_statium,Статиум,,,,,,,,,,,,
material_graham_bubblygas,Разжигающий газ,,,,,,,,,,,,
material_graham_bubbly,Пузырящаяся жидкость,,,,,,,,,,,,
material_graham_creepypoly,Жуткие полиморфины,,,,,,,,,,,,
material_graham_creepypoly_frozen,Замороженный жуткий полиморфин,,,,,,,,,,,,
material_graham_graymatter_liquid,Голод,,,,,,,,,,,,
material_graham_hellblood,Адская кровь,,,,,,,,,,,,
material_graham_ascendum,Асцендум,,,,,,,,,,,,
material_graham_precursor,Трансмутация,,,,,,,,,,,,
material_graham_resist,Вязкая жидкость,,,,,,,,,,,,
material_graham_darkgas,зловещий газ,,,,,,,,,,,,
material_graham_sweetgas,сладко пахнущий газ,,,,,,,,,,,,
material_graham_cloud_sweet,сладко пахнущий туман,,,,,,,,,,,,
material_graham_cloud_angy,яростный туман,,,,,,,,,,,,
material_graham_stickyfungus,липкий гриб,,,,,,,,,,,,
material_graham_driedfungus,сушеный гриб,,,,,,,,,,,,
material_graham_pureliquid,Чистая жидкость,,,,,,,,,,,,
material_graham_beans,кофейная гуща,,,,,,,,,,,,
material_graham_coffee,кофе,,,,,,,,,,,,
material_graham_meathealthy,здоровая еда,,,,,,,,,,,,
material_graham_meatgreedy,жадная еда,,,,,,,,,,,,
material_graham_mundane,мунданиум,,,,,,,,,,,,
material_graham_yum,аппетитный,,,,,,,,,,,,
material_graham_lavaglass,Слаймгласс,,,,,,,,,,,,
material_graham_lava,Тусклая лава,,,,,,,,,,,,
material_graham_acid,Тусклая кислота,,,,,,,,,,,,
material_graham_hamburger,Гамбургер,,,,,,,,,,,,
material_graham_creep,слизняк,,,,,,,,,,,,
material_graham_ash,зола,,,,,,,,,,,,
material_graham_wood_rot,гнилая древесина,,,,,,,,,,,,
material_graham_birthday,Магия дня рождения,,,,,,,,,,,,
material_graham_copium,Копиум,,,,,,,,,,,,
material_graham_tele_chaotic,Хаотический телепортатиум,,,,,,,,,,,,
material_graham_slush,Мятное болото,,,,,,,,,,,,
material_graham_slush_ice,Мятный порошок,,,,,,,,,,,,
material_graham_confusion,Странная смесь,,,,,,,,,,,,
material_graham_emptiness,Чистая пустота,,,,,,,,,,,,
material_graham_love,Любовь,,,,,,,,,,,,
material_graham_balloon,Воздушный шар,,,,,,,,,,,,
SPELLS,,,,,,,,,,,,,
graham_name_mist_sweet,"Сладко пахнущий туман",,,,,,,,,,,,
graham_desc_mist_sweet,"Облако сладкого тумана",,,,,,,,,,,,
graham_name_material_pure,"Чистая жидкость",,,,,,,,,,,,
graham_desc_material_pure,"Преобразование капель очищающей жидкости из ничего",,,,,,,,,,,,
graham_name_material_radioactive,"Токсичный осадок",,,,,,,,,,,,
graham_desc_material_radioactive,"Преобразовать капли отвратительного осадка из ничего",,,,,,,,,,,,
graham_name_coffee,"Вызвать кофе",,,,,,,,,,,,
graham_desc_coffee,"Создает для вас чашку хорошего кофе!",,,,,,,,,,,,
graham_name_rot,"Гнилое поле",,,,,,,,,,,,
graham_desc_rot,"Снаряд гниет и старит близлежащие материалы",,,,,,,,,,,,
graham_name_extinguisher,"Огнетушитель",,,,,,,,,,,,
graham_desc_extinguisher,"Снаряд преобразует близлежащий огонь в воду",,,,,,,,,,,,
graham_name_wood,"Кусок гнилой древесины",,,,,,,,,,,,
graham_desc_wood,"Бросок на расстоянии",,,,,,,,,,,,
graham_name_orb_blue,"Зловещая сфера",,,,,,,,,,,,
graham_desc_orb_blue,"Неподвижная синяя сфера, которая через некоторое время накладывает другое заклинание",,,,,,,,,,,,
graham_name_spark_bolt,"Искристый болт?",,,,,,,,,,,,
graham_desc_spark_bolt,"Слабый, но чарующий искрящийся снаряд?",,,,,,,,,,,,
graham_name_touch_ice,"Прикосновение льда",,,,,,,,,,,,
graham_desc_touch_ice,"Превращает в лед все в небольшом радиусе, включая стены, существ... и вас",,,,,,,,,,,,
graham_name_manaheart,"Сердце маны",,,,,,,,,,,,
graham_desc_manaheart,"Сокращает время между заклинаниями и восстанавливает немного маны",,,,,,,,,,,,
graham_name_medic,"Выстрел медика",,,,,,,,,,,,
graham_desc_medic,"Добавляет снаряду исцеление и урон, а также позволяет ему попасть в заклинателя",,,,,,,,,,,,
graham_name_crit_down,"Критический минус",,,,,,,,,,,,
graham_desc_crit_down,"Сильно уменьшает шанс крита снаряда, но увеличивает его урон",,,,,,,,,,,,
graham_name_circle_sweet,"Круг сладкого газа",,,,,,,,,,,,
graham_desc_circle_sweet,"Расширяющийся круг приятного тумана",,,,,,,,,,,,
graham_name_circle_angy,"Круг разъяренного газа",,,,,,,,,,,,
graham_desc_circle_angy,"Расширяющийся круг яростного тумана",,,,,,,,,,,,
graham_name_circle_dulled,"Тусклый круг",,,,,,,,,,,,
graham_desc_circle_dulled,"Расширяющийся круг кислоты или лавы, который наносит вред окружающей среде, но не заклинателю",,,,,,,,,,,,
graham_name_umbrella,"Щит зонтика",,,,,,,,,,,,
graham_desc_umbrella,"Надежный щит, защищающий от пуль",,,,,,,,,,,,
graham_name_unbrella,"Щит-зонтик?",,,,,,,,,,,,
graham_desc_unbrella,"Надежный щит, защищающий от пуль",,,,,,,,,,,,
graham_name_teleport,"Снаряд телепортации искривления",,,,,,,,,,,,
graham_desc_teleport,"Магический снаряд, который перебрасывает вас на небольшое расстояние вперед, хотя это может вызвать тошноту у пользователя...",,,,,,,,,,,,
graham_name_grab_bag,"Сумка для захвата",,,,,,,,,,,,
graham_desc_grab_bag,"Добавляет к снаряду небольшое количество урона многих типов",,,,,,,,,,,,
graham_name_snub,"Пренебрегать",,,,,,,,,,,,
graham_desc_snub,"Око за око",,,,,,,,,,,,
graham_name_mini_heatwave,"Мини тепловая волна",,,,,,,,,,,,
graham_desc_mini_heatwave,"Применяет облегченную версию Тепловой волны к вашей палочке",,,,,,,,,,,,
graham_name_mini_freezefield,"Мини поле заморозки",,,,,,,,,,,,
graham_desc_mini_freezefield,"Применяет облегченную версию Поле Заморозки к вашей палочке",,,,,,,,,,,,
graham_name_mini_dissolvepowders,"Мини порошки растворения",,,,,,,,,,,,
graham_desc_mini_dissolvepowders,"Применяет облегченную версию порошков растворения к вашей палочке",,,,,,,,,,,,
graham_name_mini_attractgold,"Мини привлечение золота",,,,,,,,,,,,
graham_desc_mini_attractgold,"Применяет облегченную версию Привлечения золота к вашей палочке",,,,,,,,,,,,
graham_name_mini_electricity,"Мини электричество",,,,,,,,,,,,
graham_desc_mini_electricity,"Применяет облегченную версию Электричества к вашей палочке",,,,,,,,,,,,
graham_name_mini_noknockback,"Мини Больше никакой отдачи",,,,,,,,,,,,
graham_desc_mini_noknockback,"Применяет облегченную версию Больше никакой отдачи к вашей палочке",,,,,,,,,,,,
graham_name_mini_midasmeat,"Мини-мясо Мидаса",,,,,,,,,,,,
graham_desc_mini_midasmeat,"Применяет облегченную версию Мяса Мидаса к вашей палочке",,,,,,,,,,,,
graham_name_toggler,"Переключатель",,,,,,,,,,,,
graham_desc_toggler,"Переключает любые переключаемые заклинания по требованию между красным и синим состоянием",,,,,,,,,,,,
graham_name_toggler2,"Переключатель",,,,,,,,,,,,
graham_desc_toggler2,"Переключает любые переключаемые заклинания по требованию между зеленым и желтым состоянием",,,,,,,,,,,,
graham_name_toggleroff,"Отключатель переключателей",,,,,,,,,,,,
graham_desc_toggleroff,"Отключает все заклинания, требующие переключения, пока не будет использован другой переключатель",,,,,,,,,,,,
graham_name_toggle_blue,"Требование - Переключение (синий)",,,,,,,,,,,,
graham_desc_toggle_blue,"Пропускает следующее заклинание, если значение переключения не установлено на синий",,,,,,,,,,,,
graham_name_toggle_red,"Требование - Переключение (красный)",,,,,,,,,,,,
graham_desc_toggle_red,"Пропускает следующее заклинание, если значение переключателя не установлено на красный",,,,,,,,,,,,
graham_name_toggle_green,"Требование - Переключение (зеленый)",,,,,,,,,,,,
graham_desc_toggle_green,"Пропускает следующее заклинание, если значение переключателя не установлено на зеленый",,,,,,,,,,,,
graham_name_toggle_yellow,"Требование - Переключение (желтый)",,,,,,,,,,,,
graham_desc_toggle_yellow,"Пропускает следующее заклинание, если значение переключателя не установлено на желтый",,,,,,,,,,,,
graham_name_bubbles,"Пузыри класса D",,,,,,,,,,,,
graham_desc_bubbles,"Несогласованный выстрел элементальных пузырьков",,,,,,,,,,,,
graham_name_ominousorbit,"Зловещая орбита",,,,,,,,,,,,
graham_desc_ominousorbit,"Заставляет четыре Зловещие Орбиты вращаться вокруг снаряда",,,,,,,,,,,,
graham_name_vein,"Вена",,,,,,,,,,,,
graham_desc_vein,"Ваша палочка постоянно испускает поток крови",,,,,,,,,,,,
graham_name_curse_shot,"Снаряд проклятия",,,,,,,,,,,,
graham_desc_curse_shot,"Странный снаряд, который не любит стены и чистоту",,,,,,,,,,,,
graham_name_gold_ball,"Золотой шар",,,,,,,,,,,,
graham_desc_gold_ball,"Плотный шар из чистого золота",,,,,,,,,,,,
graham_name_breadcrumb,"Вызов хлебной крошки",,,,,,,,,,,,
graham_desc_breadcrumb,"Создает безобидный шар, который усиливает вас через короткое время",,,,,,,,,,,,
graham_name_quiver,"Колчан",,,,,,,,,,,,
graham_desc_quiver,"Острый наконечник стрел",,,,,,,,,,,,
graham_name_connectiontrail,"Тропа соединения",,,,,,,,,,,,
graham_desc_connectiontrail,"Повреждающий луч тянется между вами и снарядом",,,,,,,,,,,,
graham_name_blacklight_arrow,"Стрела черного света",,,,,,,,,,,,
graham_desc_blacklight_arrow,"Бесплотная магическая стрела, которая жалит",,,,,,,,,,,,
graham_name_blacklight_arrow_trigger,"Стрела черного света с активацией",,,,,,,,,,,,
graham_desc_blacklight_arrow_trigger,"Эфирная магическая стрела, которая накладывает другое заклинание на столкновение с врагом",,,,,,,,,,,,
graham_name_blacklight_arrow_timer,"Стрела черного света с таймером",,,,,,,,,,,,
graham_desc_blacklight_arrow_timer,"Эфирная магическая стрела, которая накладывает другое заклинание после истечения таймера",,,,,,,,,,,,
graham_name_stasis,"Выстрел стазиса",,,,,,,,,,,,
graham_desc_stasis,"Снаряд не имеет начальной скорости, и на него не действует гравитация",,,,,,,,,,,,
graham_name_rainbow,"Дезориентирующая сфера",,,,,,,,,,,,
graham_desc_rainbow,"Разноцветная прыгающая сфера, наполненная таинственной жидкостью",,,,,,,,,,,,
graham_name_redhands,"Красные руки",,,,,,,,,,,,
graham_desc_redhands,"Всплеск снарядов, которые заставляют замолчать",,,,,,,,,,,,
graham_name_handportal,"Достижение пустоты",,,,,,,,,,,,
graham_desc_handportal,"Односторонний портал из зловещего места",,,,,,,,,,,,
graham_name_guardianshot,"Ангел-хранитель",,,,,,,,,,,,
graham_desc_guardianshot,"Накладывает на врага ауру, которая истощает его здоровье, чтобы защитить близлежащих существ",,,,,,,,,,,,
graham_name_glowdart,"Светящийся дротик",,,,,,,,,,,,
graham_desc_glowdart,"Мерцающий, невесомый и прыгучий снаряд",,,,,,,,,,,,
graham_name_infernalglare,"Адский блик",,,,,,,,,,,,
graham_desc_infernalglare,"Болезненный кипящий кровью спрей",,,,,,,,,,,,
graham_name_barrel,"Бочковой пусковой механизм",,,,,,,,,,,,
graham_desc_barrel,"Бросайте во врагов бочку с летучей взрывчаткой!",,,,,,,,,,,,
graham_name_sacrifice,"Резьба по крови",,,,,,,,,,,,
graham_desc_sacrifice,"Получите элементальный камень в обмен на 20% от вашего максимального здоровья (должно быть 200 или больше)",,,,,,,,,,,,
graham_name_powder_evaporation,"Испарение порошка",,,,,,,,,,,,
graham_desc_powder_evaporation,"Любые порошки в радиусе действия снаряда испаряются в зловещий ядовитый газ",,,,,,,,,,,,
graham_name_holyshot,"Божественная пуля",,,,,,,,,,,,
graham_desc_holyshot,"Святая пуля, накладывающая слабость на пораженных существ. Осторожно, она может выстрелить в обратную сторону!",,,,,,,,,,,,
WANDS,,,,,,,,,,,,,
graham_wand_glue,"Клеевая палочка",,,,,,,,,,,,
graham_wand_coffee,"Кофеварка",,,,,,,,,,,,
graham_wand_worm,"Мини-мато",,,,,,,,,,,,
graham_wand_rot,"Жезл нежити",,,,,,,,,,,,
graham_wand_heart,"Конфетное сердце",,,,,,,,,,,,
graham_wand_experimental,"Экспериментальная палочка",,,,,,,,,,,,
BOOKS,,,,,,,,,,,,,
graham_unlockbook_name,"Книга утраченных искусств",,,,,,,,,,,,
graham_unlockbook_desc,"Сохранение технологий - важное искусство, которым занимаются сравнительно немногие.\nМы, смертные, непостоянны, и воспоминания чаще всего забываются со временем.\nТак что я внесу свою лепту в сохранение старых и новых технологий. Но с чего начать...\nАх. Наши боги и их дары нам... некоторые из них были утеряны со временем. Почему, как или когда - неизвестно.\nВозможно, эти дары и связанные с ними магические заклинания могут быть открыты заново.\nПодношения богам в виде подвигов, которые нужно совершить... Да, я уверен, что это сработает.\nДорогой читатель, побудь со мной еще немного. Эти дары еще могут быть найдены.\n- Робин, ученый",,,,,,,,,,,,
graham_cookbook_name,"Древняя алхимия",,,,,,,,,,,,
graham_cookbook_desc,"У всех ученых есть работа, которую они бросают.\nМногие материалы просто потеряны во времени из-за отсутствия интереса.\nЭта странная оранжевая жидкость, пьянящая на ощупь... Откуда она взялась?\nСделанная из боли, смятения и токсичных отходов, она, кажется, полна потенциала.\nОна может превратить алмаз в золото, или снег в то, что чисто.\nПохоже, даже виски и рвота имеют свое предназначение с этой замечательной жидкостью. \nДаже кирпичная кладка богов и пули наших ружей подвластны этому материалу.\nНо, как и все вещи, обладающие потенциалом...\nОгонь все равно поглощает их.\nПолагаю, у каждого из нас есть свои слабости.\n- Робин, ученый",,,,,,,,,,,,
graham_polybook_name,"Инвазивные химикаты",,,,,,,,,,,,
graham_polybook_desc,"Определенные магические жидкости могут завладеть телом человека и заставить его делать ужасные вещи, которые иначе он бы не сделал.\nМногие были убиты теми, кому они доверяли, из-за вредоносной магии Берсеркиума.\nКровь червей часто глотают специально, чтобы помочь зрению своего носителя. \nСоединив ее с песком, можно получить восхитительное лакомство.\nБерсеркиум также можно соединить с трупами, чтобы получить напиток прямо из самого Ада.\nИ, конечно, гриб может вызвать странные эффекты, особенно в сочетании с полиморфином...\n- Робин, ученый",,,,,,,,,,,,
graham_reforgebook_name,"Книга найденных искусств",,,,,,,,,,,,
graham_reforgebook_desc,"Я нашел ее! Боги ответили на мои молитвы и сказали, что я должен сделать...\nНо мне не хватает силы, чтобы сделать это самому, и их подсказки для меня неразборчивы. Хм...\n'Обрести иммунитет к волшебникам, делающим своих врагов беспомощными. '\n'Отправьтесь в самую зловещую пещеру этой земли и ищите там Истинное Знание.'\n'Найдите и используйте одну из потерянных Экспериментальных палочек.'\nИ, наконец... 'Отправьтесь в центр потерянного куба Воды'.\nЯ не мог понять, что означают эти подсказки. Но, возможно...\nКто-то в далеком будущем обнаружит мои записи и сам раскроет этот потенциал.\n- Робин, ученый",,,,,,,,,,,,
graham_lonelybook_name,"Ненасытность",,,,,,,,,,,,
graham_lonelybook_desc,"И вот! Заклинание произнесено, история переписана. \nЭти проклятые пауки с тысячами зубов... их голод ненасытен, если только...\nЯ утихомирил их ради собственного выживания, используя заклинание, которому меня давно научили.\nНо такую силу нельзя создать или уничтожить... только переместить, переделать.\nЯ запечатал их силу воли в этой самой книге. Такая сила может быть разрушительной или божественной.\nЯ оставляю эту судьбу на усмотрение богов или тебя, любопытный читатель...\nВозможно, богам понравится эта дань воли в качестве подарка...\n- Робин, ученый",,,,,,,,,,,,
graham_chestbook_name,"Новинка",,,,,,,,,,,,
graham_chestbook_desc,"Я хранил вещи в своем сундуке с сокровищами... Золото, зелья, еду...\nЯ отвернулся и услышал сзади противный звук...\nЯ клянусь, я увидел... зубы. А когда я снова открыл сундук... вся еда исчезла.\nЕсть ли что-то живое в моем хранилище? Или это сам сундук...\n- Робин, ученый",,,,,,,,,,,,
graham_cozybook_name,"Утешение",,,,,,,,,,,,
graham_cozybook_desc,"О, какое уютное местечко! Эта жидкость прохладная на ощупь, но приятная, почти как мята.\nЯ попробовал немного... Вкусно. Очень хорошо.\nУ меня возникло желание обосноваться здесь... но нет. Мои исследования должны продолжаться.\nЯ залью немного этой жидкости в бутылку, а остальное оставлю для кого-нибудь другого.\n...Выживет ли кто-нибудь еще, чтобы найти это?\n- Робин, ученый",,,,,,,,,,,,
graham_timebook_name,"Энтропия",,,,,,,,,,,,
graham_timebook_desc,"У меня мало времени. Боги больше не слушают мои молитвы. Почему так?\nЯ прошу у них больше... больше знаний, больше здоровья, больше времени.\nМое тело скрипит и болит... Я становлюсь слишком стар, чтобы терпеть.\nЯ не понимаю. Неужели они отказались от меня?\nВозможно, я стал слишком жадным. Я всего лишь человек.\nЯ буду каяться перед вами, мои боги...\nМне просто нужно больше времени.\n- Робин, ученый",,,,,,,,,,,,
graham_anvilbook_name,"Разновидности",,,,,,,,,,,,
graham_anvilbook_desc,"Маленькая луна,\nЗловещий глаз,\nМногогранный, пульсирующий элементальный камень,\nНаковальня взывает ко всем им.",,,,,,,,,,,,
MISC,,,,,,,,,,,,,
animal_mini_mimic,Pikkumatkija,,,,,,,,,,,,
animal_bloody_mimic,Verinenmatkija,,,,,,,,,,,,
graham_lucky,Счастливчик!,,,,,,,,,,,,
graham_immunityaura_change,"Ваши мысли меняются!",,,,,,,,,,,,
graham_immunityaura_red,"Вы чувствуете себя сильнее против огня...",,,,,,,,,,,,
graham_immunityaura_orange,"Вы чувствуете себя сильнее против взрывов...",,,,,,,,,,,,
graham_immunityaura_yellow,"Вы чувствуете себя сильнее против электричества...",,,,,,,,,,,,
graham_immunityaura_green,"Вы чувствуете себя сильнее против токсичности...",,,,,,,,,,,,
graham_immunityaura_cyan,"Вы чувствуете себя сильнее против заморозки...",,,,,,,,,,,,
graham_immunityaura_blue,"Вы чувствуете себя сильнее против удушья...",,,,,,,,,,,,
